Name1,Genre,Year,platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Company
My First Dollhouse DS,Misc,2010,DS,505 Games,0.1,0,0,0.01,0.1,Nintendo
My Pet Chimp DS,Simulation,2010,DS,505 Games,0.06,0,0,0,0.06,Nintendo
World Championship Spelling DS,Misc,2010,DS,505 Games,0.04,0,0,0,0.04,Nintendo
Mind over Matter DS,Puzzle,2010,DS,505 Games,0.02,0,0,0,0.02,Nintendo
I Love Puppies DS,Simulation,2010,DS,Destineer,0.09,0,0,0.01,0.09,Nintendo
FIFA Soccer 11 DS,Sports,2010,DS,Electronic Arts,0.13,0.49,0,0.08,0.7,Nintendo
Sherlock Holmes and the Mystery of Osborne House DS,Adventure,2010,DS,Focus Home Interactive,0.07,0.14,0,0.03,0.23,Nintendo
Dream Chronicles DS,Adventure,2010,DS,Zoo Games,0.02,0,0,0,0.02,Nintendo
Star Wars: The Force Unleashed II DS,Action,2010,DS,LucasArts,0.17,0.03,0,0.02,0.21,Nintendo
Lufia: Curse of the Sinistrals DS,Role-Playing,2010,DS,Square Enix,0.11,0,0.03,0.01,0.15,Nintendo
LEGO Harry Potter: Years 1-4 DS,Action,2010,DS,Warner Bros. Interactive Entertainment,1.07,0.99,0,0.22,2.28,Nintendo
Solitaire Overload Plus DS,Misc,2010,DS,Telegames,0.15,0,0,0.01,0.16,Nintendo
Chocolatier DS,Misc,2010,DS,Zoo Games,0.05,0,0,0,0.05,Nintendo
Jane's Hotel DS,Simulation,2010,DS,Unknown,0.03,0,0,0,0.04,Nintendo
Deal or No Deal: Special Edition DS,Misc,2010,DS,Zoo Games,0.03,0,0,0,0.03,Nintendo
Games Around the World DS,Misc,2010,DS,Zoo Games,0.01,0,0,0,0.01,Nintendo
ZhuZhu Pets 2: Featuring The Wild Bunch DS,Simulation,2010,DS,Activision,0.4,0.1,0,0.04,0.54,Nintendo
Dreamworks 2-in-1 Party Pack DS,Misc,2010,DS,Activision,0.12,0,0,0.01,0.13,Nintendo
Cabela's Dangerous Hunts 2011 DS,Sports,2010,DS,Activision,0.11,0,0,0.01,0.12,Nintendo
Little League World Series Baseball: Double Play DS,Sports,2010,DS,Activision,0.07,0,0,0.01,0.07,Nintendo
Animal Planet: Vet Collection DS,Simulation,2010,DS,Activision,0.05,0,0,0,0.05,Nintendo
Foto Showdown DS,Role-Playing,2010,DS,Unknown,0.02,0,0,0,0.02,Nintendo
Dragon Quest VI: Realms of Revelation DS,Role-Playing,2010,DS,Nintendo,0.2,0.14,1.35,0.03,1.73,Nintendo
The Bachelor: The Videogame DS,Misc,2010,DS,Warner Bros. Interactive Entertainment,0.07,0,0,0.01,0.08,Nintendo
Who Wants to Be a Millionaire: 3rd Edition DS,Misc,2010,DS,Ubisoft,0.04,0,0,0,0.04,Nintendo
Midnight Mysteries: The Edgar Allan Poe Conspiracy DS,Adventure,2010,DS,Foreign Media Games,0.08,0.03,0,0.01,0.12,Nintendo
Western Riding Academy DS,Simulation,2010,DS,Destineer,0.06,0,0,0,0.06,Nintendo
Beat City DS,Misc,2010,DS,THQ,0.06,0,0,0,0.07,Nintendo
Batman: The Brave and the Bold the Videogame DS,Action,2010,DS,Warner Bros. Interactive Entertainment,0.23,0.04,0,0.02,0.29,Nintendo
Let's Play Garden DS,Simulation,2010,DS,Deep Silver,0.1,0,0,0.01,0.11,Nintendo
Escape The Museum DS,Adventure,2010,DS,Astragon,0.04,0.12,0,0.02,0.18,Nintendo
Princess Isabella: A Witch's Curse DS,Adventure,2010,DS,GSP,0.05,0.03,0,0.01,0.08,Nintendo
America's Test Kitchen: Let's Get Cooking DS,Simulation,2010,DS,Nintendo,0.25,0,0,0.02,0.26,Nintendo
Galaxy Racers DS,Racing,2010,DS,Ubisoft,0.04,0,0,0,0.05,Nintendo
101-in-1 Sports Megamix DS,Sports,2010,DS,Nordcurrent,0.08,0,0,0.01,0.08,Nintendo
Junior Brain Trainer 2 DS,Misc,2010,DS,GSP,0.04,0.2,0,0.03,0.28,Nintendo
Naruto Shippuden: Shinobi Rumble DS,Fighting,2010,DS,Takara Tomy,0.03,0,0.05,0,0.08,Nintendo
River City Soccer Hooligans DS,Sports,2010,DS,Arc System Works,0.04,0,0.01,0,0.05,Nintendo
Petz Fantasy: Sunshine Magic DS,Simulation,2010,DS,Ubisoft,0.07,0,0,0.01,0.08,Nintendo
Learn Science DS,Misc,2010,DS,DreamCatcher Interactive,0.05,0,0,0,0.05,Nintendo
Playmobil Top Agents DS,Action,2010,DS,JoWood Productions,0,0.03,0,0,0.03,Nintendo
Hidden Mysteries: Buckingham Palace DS,Puzzle,2010,DS,Avanquest,0.13,0.06,0,0.02,0.21,Nintendo
Hidden Mysteries: Vampire Secrets DS,Adventure,2010,DS,Astragon,0.06,0.11,0,0.02,0.18,Nintendo
Pictionary DS,Puzzle,2010,DS,THQ,0.09,0.06,0,0.02,0.17,Nintendo
Busy Scissors DS,Simulation,2010,DS,Little Orbit,0.06,0,0,0,0.06,Nintendo
Samantha Swift and the Hidden Roses of Athena DS,Adventure,2010,DS,Unknown,0.04,0.01,0,0,0.05,Nintendo
Titanic Mystery DS,Puzzle,2010,DS,PlayV,0.05,0.01,0,0.01,0.07,Nintendo
Dementium II DS,Shooter,2010,DS,SouthPeak Games,0.09,0.01,0,0.01,0.11,Nintendo
Solatorobo: Red the Hunter DS,Role-Playing,2010,DS,Nintendo,0.08,0.04,0.07,0.01,0.2,Nintendo
Casual Mania! DS,Puzzle,2010,DS,Foreign Media Games,0.04,0,0,0,0.04,Nintendo
The Treasures of Montezuma DS,Puzzle,2010,DS,Foreign Media Games,0.02,0.01,0,0,0.04,Nintendo
Dragon Ball: Origins 2 DS,Action,2010,DS,Namco Bandai Games,0.05,0.01,0.08,0.01,0.16,Nintendo
Rooms: The Main Building DS,Adventure,2010,DS,Nintendo,0.1,0.34,0.01,0.05,0.5,Nintendo
Imagine: Fashion Stylist DS,Simulation,2010,DS,Ubisoft,0.13,0,0,0.01,0.13,Nintendo
Rapala Pro Bass Fishing 2010 DS,Sports,2010,DS,Activision,0.09,0,0,0.01,0.1,Nintendo
Imagine: Reporter DS,Simulation,2010,DS,Ubisoft,0.08,0.01,0,0.01,0.09,Nintendo
Imagine: Resort Owner DS,Strategy,2010,DS,Ubisoft,0.05,0,0,0,0.06,Nintendo
TNA iMPACT: Cross the Line DS,Fighting,2010,DS,SouthPeak Games,0.04,0,0,0,0.05,Nintendo
Chevrolet Camaro: Wild Ride DS,Racing,2010,DS,Storm City Games,0.02,0,0,0,0.02,Nintendo
ATV Quad Kings DS,Racing,2010,DS,Storm City Games,0.1,0,0,0.01,0.11,Nintendo
Honda ATV Fever DS,Racing,2010,DS,Storm City Games,0.01,0,0,0,0.01,Nintendo
Pokemon Ranger: Guardian Signs DS,Role-Playing,2010,DS,Nintendo,0.5,0.16,0.58,0.05,1.29,Nintendo
Bakugan Battle Brawlers: Defenders of the Core DS,Action,2010,DS,Activision,0.41,0.02,0.02,0.03,0.48,Nintendo
Winx Club: Rockstars DS,Adventure,2010,DS,Namco Bandai Games,0,0.02,0,0,0.02,Nintendo
Nancy Drew: The Model Mysteries DS,Puzzle,2010,DS,THQ,0.09,0,0,0.01,0.1,Nintendo
Dawn of Heroes DS,Role-Playing,2010,DS,Majesco Entertainment,0.07,0,0,0.01,0.08,Nintendo
New Carnival Games DS,Misc,2010,DS,Take-Two Interactive,0.16,0.05,0,0.02,0.22,Nintendo
TouchMaster: Connect DS,Puzzle,2010,DS,Warner Bros. Interactive Entertainment,0.1,0.16,0,0.03,0.29,Nintendo
Disney Fairies: Tinker Bell and the Great Fairy Rescue DS,Adventure,2010,DS,Disney Interactive Studios,0.17,0.12,0,0.03,0.32,Nintendo
Hot Wheels: Track Attack DS,Racing,2010,DS,THQ,0.17,0.08,0,0.02,0.27,Nintendo
SpongeBob's Boating Bash DS,Misc,2010,DS,THQ,0.13,0,0,0.01,0.15,Nintendo
Hello Kitty: Birthday Adventures DS,Adventure,2010,DS,Namco Bandai Games,0.06,0.1,0,0.02,0.18,Nintendo
Major League Baseball 2K10 DS,Sports,2010,DS,Take-Two Interactive,0.14,0,0,0.01,0.15,Nintendo
Backyard Sports: Sandlot Sluggers DS,Sports,2010,DS,Atari,0.13,0,0,0.01,0.14,Nintendo
Sushi Go-Round DS,Simulation,2010,DS,Asylum Entertainment,0.04,0,0,0,0.04,Nintendo
Chuck E. Cheese's Party Games DS,Misc,2010,DS,UFO Interactive,0.17,0,0,0.01,0.18,Nintendo
Chuck E. Cheese's Game Room DS,Misc,2010,DS,UFO Interactive,0.12,0,0,0.01,0.13,Nintendo
Chuck E. Cheese's Playhouse DS,Misc,2010,DS,UFO Interactive,0.05,0,0,0,0.05,Nintendo
Jewels of the Tropical Lost Island DS,Puzzle,2010,DS,Storm City Games,0.11,0.1,0,0.02,0.23,Nintendo
Vampire Moon: The Mystery of the Hidden Sun DS,Adventure,2010,DS,City Interactive,0.12,0.01,0,0.01,0.13,Nintendo
Crime Lab: Body of Evidence DS,Adventure,2010,DS,City Interactive,0.05,0.01,0,0,0.06,Nintendo
How to Train Your Dragon DS,Action,2010,DS,Activision,0.31,0.17,0,0.05,0.53,Nintendo
Ben 10 Ultimate Alien: Cosmic Destruction DS,Platform,2010,DS,D3Publisher,0.22,0.08,0,0.03,0.32,Nintendo
The Penguins of Madagascar DS,Action,2010,DS,THQ,0.12,0.11,0,0.02,0.26,Nintendo
Percy Jackson and the Olympians: The Lightning Thief DS,Role-Playing,2010,DS,Activision,0.22,0.01,0,0.02,0.24,Nintendo
Spider-Man: Shattered Dimensions DS,Action,2010,DS,Activision,0.17,0.01,0,0.01,0.19,Nintendo
Bejeweled Twist DS,Puzzle,2010,DS,PopCap Games,0,0.08,0,0.01,0.1,Nintendo
Daniel X: The Ultimate Power DS,Action,2010,DS,THQ,0.06,0,0,0,0.07,Nintendo
Art Academy DS,Misc,2010,DS,Nintendo,0.26,1.65,0.33,0.28,2.52,Nintendo
The Lord of the Rings: Aragorn's Quest DS,Action,2010,DS,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,0.11,Nintendo
Imagine: Sweet 16 DS,Simulation,2010,DS,Ubisoft,0.02,0,0,0,0.03,Nintendo
My Amusement Park DS,Misc,2010,DS,Scholastic Inc.,0.05,0,0,0,0.05,Nintendo
Alpha and Omega DS,Action,2010,DS,Unknown,0.06,0,0,0,0.07,Nintendo
T.A.C. Heroes : Big Red One DS,Strategy,2010,DS,Storm City Games,0.02,0,0,0,0.02,Nintendo
Monkey Madness: Island Escape DS,Action,2010,DS,Storm City Games,0.01,0,0,0,0.01,Nintendo
Build-A-Bear Workshop: Welcome to Hugsville DS,Misc,2010,DS,Game Factory,0.14,0,0,0.01,0.15,Nintendo
Digging for Dinosaurs DS,Action,2010,DS,Scholastic Inc.,0.33,0,0,0.02,0.36,Nintendo
Jewel Master: Cradle of Athena DS,Puzzle,2010,DS,Storm City Games,0.17,0,0,0.01,0.18,Nintendo
Sonic Classic Collection DS,Platform,2010,DS,Sega,0.92,0.73,0,0.17,1.83,Nintendo
Vampire Legends: Power of Three DS,Adventure,2010,DS,THQ,0.07,0,0,0,0.07,Nintendo
Sonic Colors DS,Platform,2010,DS,Sega,0.69,0.47,0.01,0.12,1.29,Nintendo
Legend of Kay DS,Action,2010,DS,JoWood Productions,0.06,0,0,0,0.06,Nintendo
Mega Man Zero Collection DS,Platform,2010,DS,Capcom,0.17,0.01,0.11,0.02,0.31,Nintendo
Pet Pals: New Leash on Life DS,Simulation,2010,DS,Destineer,0.05,0,0,0,0.05,Nintendo
House M.D. DS,Adventure,2010,DS,Mindscape,0.02,0,0,0,0.03,Nintendo
Tetris Party Deluxe DS,Puzzle,2010,DS,Nintendo,0.28,0.3,0.12,0.07,0.76,Nintendo
Prince of Persia: The Forgotten Sands DS,Action,2010,DS,Ubisoft,0.14,0.01,0,0.01,0.15,Nintendo
Grease DS,Misc,2010,DS,505 Games,0.1,0,0,0.01,0.11,Nintendo
Alice in Wonderland DS,Adventure,2010,DS,Disney Interactive Studios,0.25,0.17,0,0.04,0.47,Nintendo
Horrid Henry: Missions of Mischief DS,Adventure,2010,DS,SouthPeak Games,0.01,0.14,0,0.02,0.17,Nintendo
iCarly 2: iJoin The Click! DS,Adventure,2010,DS,Activision,0.25,0,0,0.02,0.27,Nintendo
Crafting Mama DS,Simulation,2010,DS,505 Games,0.39,0.19,0.01,0.05,0.65,Nintendo
The Sims 3 DS,Simulation,2010,DS,Electronic Arts,0.38,0.22,0,0.06,0.67,Nintendo
Barbie: Groom and Glam Pups DS,Action,2010,DS,THQ,0.25,0.14,0,0.04,0.43,Nintendo
Puzzle Quest 2 DS,Puzzle,2010,DS,D3Publisher,0.1,0,0,0.01,0.11,Nintendo
Fancy Nancy: Tea Party Time! DS,Adventure,2010,DS,THQ,0.16,0,0,0.01,0.17,Nintendo
ZhuZhu Pets DS,Simulation,2010,DS,Activision,0.67,0.26,0,0.09,1.02,Nintendo
Rock Band 3 DS,Misc,2010,DS,MTV Games,0.07,0.01,0,0.01,0.09,Nintendo
Minute to Win It DS,Misc,2010,DS,Zoo Games,0.11,0,0,0.01,0.11,Nintendo
Harvest Moon: The Tale of Two Towns DS,Simulation,2010,DS,Natsume,0.25,0.05,0.22,0.03,0.55,Nintendo
thinkSMART DS,Misc,2010,DS,Conspiracy Entertainment,0.09,0,0,0.01,0.09,Nintendo
Golden Sun: Dark Dawn DS,Role-Playing,2010,DS,Nintendo,0.51,0.09,0.13,0.05,0.78,Nintendo
Match 3 Madness DS,Puzzle,2010,DS,Foreign Media Games,0,0.05,0,0.01,0.05,Nintendo
Sea Park Tycoon DS,Simulation,2010,DS,Foreign Media Games,0.02,0.01,0,0,0.03,Nintendo
Wizards of Waverly Place: Spellbound DS,Misc,2010,DS,Disney Interactive Studios,0.16,0.03,0,0.01,0.2,Nintendo
Fossil Fighters: Champions DS,Role-Playing,2010,DS,Nintendo,0.31,0,0.34,0.02,0.67,Nintendo
Iron Man 2 DS,Action,2010,DS,Sega,0.14,0.16,0,0.03,0.33,Nintendo
Kingdom Hearts Re:coded DS,Role-Playing,2010,DS,Square Enix,0.53,0.09,0.27,0.05,0.93,Nintendo
Dragon's Lair DS,Platform,2010,DS,Destineer,0.02,0,0,0,0.02,Nintendo
I Spy: Universe DS,Puzzle,2010,DS,Scholastic Inc.,0.12,0,0,0.01,0.13,Nintendo
Scooby-Doo! and the Spooky Swamp PS2,Action,2010,PS2,Warner Bros. Interactive Entertainment,0.08,0.11,0,0.08,0.27,Sony
Pro Yaky? Spirits 2010 PS2,Sports,2010,PS2,Konami Digital Entertainment,0,0,0.1,0,0.1,Sony
Despicable Me: The Game PS2,Platform,2010,PS2,D3Publisher,0.05,0.04,0,0.01,0.1,Sony
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen PS2,Sports,2010,PS2,Konami Digital Entertainment,0,0,0.09,0,0.09,Sony
Lucian Bee's: Justice Yellow / Evil Violet PS2,Adventure,2010,PS2,5pb,0,0,0.07,0,0.07,Sony
Hakuouki: Reimeiroku PS2,Adventure,2010,PS2,Idea Factory,0,0,0.05,0,0.05,Sony
J-League Winning Eleven 2010: Club Championship PS2,Sports,2010,PS2,Konami Digital Entertainment,0,0,0.05,0,0.05,Sony
Kiniro no Corda 3 PS2,Adventure,2010,PS2,Tecmo Koei,0,0,0.03,0,0.03,Sony
S.Y.K Renshouden PS2,Adventure,2010,PS2,Idea Factory,0,0,0.03,0,0.03,Sony
Clover no Kuni no Alice: Wonderful Wonder World PS2,Adventure,2010,PS2,Prototype,0,0,0.02,0,0.02,Sony
Princess Saver! Eternal Love for My Lady PS2,Adventure,2010,PS2,Comfort,0,0,0.02,0,0.02,Sony
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days PS2,Action,2010,PS2,Russel,0,0,0.02,0,0.02,Sony
Hana to Otome ni Shukufuku o: Harekaze no Okurimono PS2,Adventure,2010,PS2,Alchemist,0,0,0.02,0,0.02,Sony
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi PS2,Role-Playing,2010,PS2,Namco Bandai Games,0,0,0.02,0,0.02,Sony
Suzunone Seven: Rebirth Knot PS2,Adventure,2010,PS2,Alchemist,0,0,0.02,0,0.02,Sony
Moujuutsukai to Oujisama PS2,Adventure,2010,PS2,Idea Factory,0,0,0.02,0,0.02,Sony
Pachi-Slot Higrashi no Naku Koro ni Matsuri PS2,Misc,2010,PS2,Alchemist,0,0,0.02,0,0.02,Sony
Scared Rider Xechs PS2,Adventure,2010,PS2,RED Entertainment,0,0,0.02,0,0.02,Sony
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III PS2,Misc,2010,PS2,Hackberry,0,0,0.01,0,0.01,Sony
Last Escort: Club Katze PS2,Adventure,2010,PS2,D3Publisher,0,0,0.01,0,0.01,Sony
King of Fighters 2002: Unlimited Match Tougeki Ver. PS2,Fighting,2010,PS2,SNK Playmore,0,0,0.01,0,0.01,Sony
ef - a fairy tale of the two. PS2,Adventure,2010,PS2,Comfort,0,0,0.01,0,0.01,Sony
Wand of Fortune: Mirai e no Prologue PS2,Adventure,2010,PS2,Idea Factory,0,0,0.01,0,0.01,Sony
MLB 10: The Show PS2,Sports,2010,PS2,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,Sony
pro evolution soccer 2011 PS2,Sports,2010,PS2,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41,Sony
WWE SmackDown vs. Raw 2011 PS2,Fighting,2010,PS2,THQ,0.24,0.07,0,0.07,0.38,Sony
Dora's Big Birthday Adventure PS2,Misc,2010,PS2,Take-Two Interactive,0.02,0.01,0,0,0.04,Sony
Cabela's North American Adventures PS2,Sports,2010,PS2,Activision,0.04,0.03,0,0.01,0.08,Sony
Rapala Pro Bass Fishing 2010 PS2,Sports,2010,PS2,Activision,0.04,0.03,0,0.01,0.08,Sony
FIFA Soccer 11 PS2,Sports,2010,PS2,Electronic Arts,0.11,0.29,0,0.36,0.76,Sony
Syphon Filter: Logan's Shadow PS2,Shooter,2010,PS2,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,Sony
The Lord of the Rings: Aragorn's Quest PS2,Action,2010,PS2,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06,Sony
Madden NFL 11 PS2,Sports,2010,PS2,Electronic Arts,0.41,0.02,0,0.07,0.5,Sony
NCAA Football 11 PS2,Sports,2010,PS2,Electronic Arts,0.19,0.15,0,0.05,0.38,Sony
Silent Hill: Shattered Memories PS2,Action,2010,PS2,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,Sony
Ben 10 Ultimate Alien: Cosmic Destruction PS2,Platform,2010,PS2,D3Publisher,0.13,0.06,0,0.04,0.22,Sony
NBA 2K11 PS2,Action,2010,PS2,Take-Two Interactive,0.34,0.01,0,0.06,0.41,Sony
Major League Baseball 2K10 PS2,Sports,2010,PS2,Take-Two Interactive,0.11,0.09,0,0.03,0.23,Sony
Ghostbusters: The Video Game (DS Version) PS3,Action,2010,PS3,Take-Two Interactive,0.6,0.96,0.13,0.36,2.05,Sony
MAG: Massive Action Game PS3,Shooter,2010,PS3,Sony Computer Entertainment,0.77,0.29,0.09,0.16,1.31,Sony
Toy Story 3: The Video Game PS3,Action,2010,PS3,Disney Interactive Studios,0.51,0.4,0,0.16,1.08,Sony
Sonic & Sega All-Stars Racing PS3,Racing,2010,PS3,Sega,0.36,0.43,0,0.16,0.95,Sony
Split/Second PS3,Racing,2010,PS3,Disney Interactive Studios,0.31,0.3,0.01,0.11,0.73,Sony
Start the Party! PS3,Misc,2010,PS3,Sony Computer Entertainment,0.07,0.41,0,0.13,0.62,Sony
Kane & Lynch 2: Dog Days PS3,Shooter,2010,PS3,Square Enix,0.17,0.27,0.05,0.1,0.59,Sony
Prince of Persia Trilogy PS3,Action,2010,PS3,Ubisoft,0.17,0.24,0,0.09,0.5,Sony
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions) PS3",Shooter,2010,PS3,Activision,0.24,0.18,0,0.08,0.5,Sony
Vancouver 2010 - The Official Video Game of the Olympic Winter Games PS3,Sports,2010,PS3,Sega,0.09,0.19,0,0.07,0.34,Sony
Buzz! The Ultimate Music Quiz PS3,Misc,2010,PS3,Sony Computer Entertainment,0,0.25,0,0.08,0.33,Sony
Dragon Age Origins: Awakening PS3,Role-Playing,2010,PS3,Spike,0.24,0,0,0.02,0.27,Sony
Jikkyou Powerful Pro Yakyuu 2010 PS3,Sports,2010,PS3,Konami Digital Entertainment,0,0,0.27,0,0.27,Sony
A.C.E.: Another Century's Episode R PS3,Simulation,2010,PS3,Namco Bandai Games,0,0,0.26,0,0.26,Sony
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen PS3,Sports,2010,PS3,Konami Digital Entertainment,0,0,0.23,0,0.23,Sony
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack PS3,Action,2010,PS3,Namco Bandai Games,0,0,0.21,0,0.21,Sony
Pro Yaky? Spirits 2010 PS3,Sports,2010,PS3,Konami Digital Entertainment,0,0,0.21,0,0.21,Sony
International Cricket 2010 PS3,Sports,2010,PS3,Codemasters,0,0.15,0,0.04,0.19,Sony
Saw II: Flesh & Blood PS3,Action,2010,PS3,Konami Digital Entertainment,0.1,0.06,0,0.02,0.18,Sony
Deadly Premonition PS3,Action,2010,PS3,Rising Star Games,0.08,0.04,0,0.02,0.15,Sony
Nobunaga no Yabou: Tendou PS3,Strategy,2010,PS3,Tecmo Koei,0,0,0.13,0,0.13,Sony
The X-Factor PS3,Misc,2010,PS3,Deep Silver,0,0.1,0,0.03,0.13,Sony
The God of War Trilogy PS3,Action,2010,PS3,Sony Computer Entertainment,0,0.07,0.03,0.02,0.12,Sony
PDC World Championship Darts: Pro Tour PS3,Sports,2010,PS3,O-Games,0,0.08,0,0.02,0.1,Sony
NatGeo Challenge! Wild Life PS3,Misc,2010,PS3,Black Bean Games,0.05,0.03,0,0.01,0.09,Sony
SingStar Guitar PS3,Misc,2010,PS3,Sony Computer Entertainment,0,0.07,0,0.02,0.09,Sony
Beat Sketch! PS3,Misc,2010,PS3,Sony Computer Entertainment,0,0,0.08,0,0.08,Sony
Man vs. Wild PS3,Action,2010,PS3,Abylight,0.07,0,0,0.01,0.08,Sony
SingStar Apres-Ski Party 2 PS3,Misc,2010,PS3,Sony Computer Entertainment,0,0.06,0,0.01,0.08,Sony
Ken to Mahou to Gakuen Mono. 3 PS3,Role-Playing,2010,PS3,Acquire,0,0,0.07,0,0.07,Sony
Winning Post 7 2010 PS3,Sports,2010,PS3,Tecmo Koei,0,0,0.07,0,0.07,Sony
White Album: Tsuzurareru Fuyu no Omoide PS3,Adventure,2010,PS3,Aqua Plus,0,0,0.05,0,0.05,Sony
Winning Post World 2010 PS3,Sports,2010,PS3,Tecmo Koei,0,0,0.04,0,0.04,Sony
Ape Escape PS3,Platform,2010,PS3,Sony Computer Entertainment,0,0.03,0,0.01,0.04,Sony
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin PS3,Misc,2010,PS3,Unknown,0,0,0.03,0,0.03,Sony
Shin Sangoku Musou Online: Kamishou Ranbu PS3,Action,2010,PS3,Tecmo Koei,0,0,0.03,0,0.03,Sony
SingStar Fussballhits PS3,Misc,2010,PS3,Sony Computer Entertainment,0,0.02,0,0.01,0.03,Sony
Rugby League Live PS3,Sports,2010,PS3,Home Entertainment Suppliers,0,0.02,0,0.01,0.03,Sony
Ken to Mahou to Gakuen Mono. 2G PS3,Role-Playing,2010,PS3,Acquire,0,0,0.02,0,0.02,Sony
PachiPara 15: Super Umi Monogatari in Okinawa 2 PS3,Misc,2010,PS3,Irem Software Engineering,0,0,0.02,0,0.02,Sony
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku PS3,Adventure,2010,PS3,Alchemist,0,0,0.02,0,0.02,Sony
Shin Sangoku Musou Online: Souten Ranbu PS3,Action,2010,PS3,Tecmo Koei,0,0,0.02,0,0.02,Sony
Marvel Super Hero Squad: The Infinity Gauntlet PS3,Action,2010,PS3,THQ,0.12,0.03,0,0.02,0.17,Sony
Truth or Lies PS3,Misc,2010,PS3,THQ,0.06,0.02,0,0.01,0.09,Sony
Atelier Totori: The Adventurer of Arland PS3,Role-Playing,2010,PS3,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,Sony
Ar tonelico Qoga: Knell of Ar Ciel PS3,Role-Playing,2010,PS3,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,Sony
MLB 10: The Show PS3,Sports,2010,PS3,Sony Computer Entertainment,0.66,0,0,0.06,0.72,Sony
High Velocity Bowling PS3,Sports,2010,PS3,Sony Computer Entertainment,0.13,0,0,0.01,0.15,Sony
Shrek: Forever After PS3,Platform,2010,PS3,Activision,0.16,0.02,0,0.02,0.19,Sony
Deadliest Catch: Sea of Chaos PS3,Sports,2010,PS3,Crave Entertainment,0.08,0,0,0.01,0.08,Sony
Dragon Ball: Raging Blast 2 PS3,Fighting,2010,PS3,Namco Bandai Games,0.42,0.18,0.11,0.09,0.81,Sony
Quantum Theory PS3,Shooter,2010,PS3,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,Sony
Spider-Man: Shattered Dimensions PS3,Action,2010,PS3,Activision,0.26,0.12,0,0.05,0.44,Sony
Lost Planet 2 PS3,Shooter,2010,PS3,Capcom,0.29,0.33,0.2,0.13,0.95,Sony
Sengoku Basara: Samurai Heroes PS3,Action,2010,PS3,Capcom,0.17,0.04,0.4,0.02,0.64,Sony
pro evolution soccer 2011 PS3,Sports,2010,PS3,Konami Digital Entertainment,0.29,1.17,0.54,0.41,2.41,Sony
DanceDanceRevolution PS3,Simulation,2010,PS3,Konami Digital Entertainment,0.12,0.05,0,0.02,0.19,Sony
UFC Undisputed 2010 PS3,Fighting,2010,PS3,THQ,0.8,0.4,0.02,0.18,1.41,Sony
WWE SmackDown vs. Raw 2011 PS3,Fighting,2010,PS3,THQ,0.44,0.46,0.01,0.18,1.09,Sony
Winter Sports 3: The Great Tournament PS3,Sports,2010,PS3,Tradewest,0,0.02,0,0.01,0.03,Sony
Venetica PS3,Role-Playing,2010,PS3,DTP Entertainment,0.07,0.03,0,0.01,0.12,Sony
Battlefield: Bad Company 2 PS3,Shooter,2010,PS3,Electronic Arts,1.33,1.1,0.08,0.44,2.95,Sony
White Knight Chronicles II PS3,Role-Playing,2010,PS3,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,Sony
Resonance of Fate PS3,Role-Playing,2010,PS3,Sega,0.2,0.21,0.24,0.08,0.73,Sony
Tom Clancy's HAWX 2 PS3,Action,2010,PS3,Ubisoft,0.21,0.12,0.03,0.05,0.41,Sony
ESA Game Pack PS3,Misc,2010,PS3,Sony Computer Entertainment,0.1,0,0,0.01,0.11,Sony
Monster Jam: Path of Destruction PS3,Racing,2010,PS3,Activision,0.21,0.02,0,0.02,0.25,Sony
Prison Break: The Conspiracy PS3,Action,2010,PS3,Deep Silver,0.05,0.15,0,0.05,0.25,Sony
Mafia II PS3,Action,2010,PS3,Take-Two Interactive,0.5,0.69,0.04,0.26,1.49,Sony
BioShock 2 PS3,Shooter,2010,PS3,Take-Two Interactive,0.85,0.46,0.02,0.22,1.54,Sony
Rapala Pro Bass Fishing 2010 PS3,Sports,2010,PS3,Activision,0.18,0.05,0,0.03,0.27,Sony
Cabela's North American Adventures PS3,Sports,2010,PS3,Activision,0.11,0,0,0.01,0.12,Sony
No More Heroes: Heroes' Paradise PS3,Action,2010,PS3,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,Sony
