Name1,Genre,Year,platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Company
Batman: Return to Arkham PS4,Action,2016,PS4,Warner Bros. Interactive Entertainment,0.07,0.16,0,0.04,0.26,Sony
Homefront: The Revolution PS4,Shooter,2016,PS4,Deep Silver,0.06,0.21,0.03,0.05,0.35,Sony
Dino Dini's Kick Off Revival PS4,Sports,2016,PS4,Avanquest,0,0.02,0,0,0.02,Sony
PlayStation VR Worlds PS4,Misc,2016,PS4,Sony Computer Entertainment,0.06,0.14,0.02,0.04,0.25,Sony
Super Stardust Ultra VR PS4,Shooter,2016,PS4,Sony Computer Entertainment,0,0.01,0,0,0.01,Sony
7 Days to Die PS4,Action,2016,PS4,Telltale Games,0.04,0.08,0,0.02,0.14,Sony
Anima - Gate of Memories PS4,Action,2016,PS4,Avanquest,0,0.02,0,0,0.02,Sony
LEGO Harry Potter Collection PS4,Action,2016,PS4,Warner Bros. Interactive Entertainment,0.01,0.11,0,0.02,0.15,Sony
Dragon Quest Builders: Revive Alefgard PSV,Role-Playing,2016,PSV,Square Enix,0,0,0.3,0,0.3,Sony
Dragon Quest Heroes II: Twin Kings and the Prophecy's End PSV,Action,2016,PSV,Square Enix,0,0,0.23,0,0.23,Sony
Kan Colle Kai PSV,Action,2016,PSV,Kadokawa Games,0,0,0.19,0,0.19,Sony
Jikkyou Powerful Pro Baseball 2016 PSV,Sports,2016,PSV,Konami Digital Entertainment,0,0,0.18,0,0.18,Sony
Attack on Titan (KOEI) PSV,Action,2016,PSV,Tecmo Koei,0,0,0.13,0,0.13,Sony
Gundam Breaker 3 PSV,Action,2016,PSV,Namco Bandai Games,0,0,0.12,0,0.12,Sony
Toukiden 2 PSV,Action,2016,PSV,Tecmo Koei,0,0,0.11,0,0.11,Sony
Ys VIII: Lacrimosa of Dana PSV,Role-Playing,2016,PSV,Nihon Falcom Corporation,0,0,0.09,0,0.09,Sony
SD Gundam G Generation Genesis PSV,Strategy,2016,PSV,Namco Bandai Games,0,0,0.09,0,0.09,Sony
Utawarerumono: Futari no Hakuoro PSV,Misc,2016,PSV,Aqua Plus,0,0,0.06,0,0.06,Sony
Uta no Prince-Sama: Music 3 PSV,Action,2016,PSV,Broccoli,0,0,0.05,0,0.05,Sony
Project Setsuna PSV,Role-Playing,2016,PSV,Square Enix,0,0,0.05,0,0.05,Sony
Kamen Rider: Battride War Genesis PSV,Action,2016,PSV,Namco Bandai Games,0,0,0.05,0,0.05,Sony
Refrain no Chika Meikyuu to Majo no Ryodan PSV,Action,2016,PSV,Nippon Ichi Software,0,0,0.04,0,0.04,Sony
Bullet Girls 2 PSV,Action,2016,PSV,D3Publisher,0,0,0.04,0,0.04,Sony
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden PSV,Misc,2016,PSV,Tecmo Koei,0,0,0.04,0,0.04,Sony
Macross ? Scramble PSV,Action,2016,PSV,Namco Bandai Games,0,0,0.04,0,0.04,Sony
Dead or Alive Xtreme 3: Venus PSV,Sports,2016,PSV,Tecmo Koei,0,0,0.03,0,0.03,Sony
Gakusen Toshi Asterisk Festa: Houka Kenran PSV,Fighting,2016,PSV,Namco Bandai Games,0,0,0.03,0,0.03,Sony
Ao no Kanata no Four Rhythm PSV,Adventure,2016,PSV,Unknown,0,0,0.03,0,0.03,Sony
Darius Burst: Chronicle Saviours PSV,Action,2016,PSV,Kadokawa Games,0,0,0.03,0,0.03,Sony
Genkai Tokki: Seven Pirates PSV,Role-Playing,2016,PSV,Compile Heart,0,0,0.03,0,0.03,Sony
Kenka Bancho Otome PSV,Action,2016,PSV,Screenlife,0,0,0.03,0,0.03,Sony
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku PSV,Adventure,2016,PSV,5pb,0,0,0.03,0,0.03,Sony
Diabolik Lovers: Lunatic Parade PSV,Adventure,2016,PSV,Idea Factory,0,0,0.03,0,0.03,Sony
Kangokutou Mary Skelter PSV,Role-Playing,2016,PSV,Compile Heart,0,0,0.03,0,0.03,Sony
Yuusha Shisu. PSV,Role-Playing,2016,PSV,Nippon Ichi Software,0,0,0.03,0,0.03,Sony
Sengoku Otome: Legend Battle PSV,Action,2016,PSV,Unknown,0,0,0.03,0,0.03,Sony
The Legend of Heroes: Trails in the Sky Third Chapter PSV,Role-Playing,2016,PSV,Nihon Falcom Corporation,0,0,0.02,0,0.02,Sony
Reco Love: Blue Ocean PSV,Adventure,2016,PSV,Kadokawa Games,0,0,0.02,0,0.02,Sony
La Corda d'Oro 4 PSV,Action,2016,PSV,Tecmo Koei,0,0,0.02,0,0.02,Sony
Hyakka Hyakurou: Sengoku Ninpoujou PSV,Adventure,2016,PSV,D3Publisher,0,0,0.02,0,0.02,Sony
Atelier Firis: The Alchemist of the Mysterious Journey PSV,Role-Playing,2016,PSV,Tecmo Koei,0,0,0.02,0,0.02,Sony
Gochuumon wa Usagi Desu ka?? Wonderful Party! PSV,Adventure,2016,PSV,5pb,0,0,0.02,0,0.02,Sony
Rose to Tasogare no Kojou PSV,Action,2016,PSV,Nippon Ichi Software,0,0,0.02,0,0.02,Sony
Hakuoki: Shinkai - Hana no Shou PSV,Adventure,2016,PSV,Idea Factory,0,0,0.02,0,0.02,Sony
Coven and Labyrinth of Refrain PSV,Action,2016,PSV,Nippon Ichi Software,0,0,0.02,0,0.02,Sony
Uppers PSV,Action,2016,PSV,Marvelous Entertainment,0,0,0.02,0,0.02,Sony
Nil Admirari no Tenbin: Teito Genwaku Toukidan PSV,Adventure,2016,PSV,Idea Factory,0,0,0.02,0,0.02,Sony
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba. PSV",Adventure,2016,PSV,N/A,0,0,0.02,0,0.02,Sony
Taishou Moebius Line Vitable PSV,Adventure,2016,PSV,dramatic create,0,0,0.02,0,0.02,Sony
MuvLuv Double Pack PSV,Adventure,2016,PSV,5pb,0,0,0.02,0,0.02,Sony
Shin Hayarigami 2 PSV,Adventure,2016,PSV,Nippon Ichi Software,0,0,0.02,0,0.02,Sony
Storm Lover 2nd V PSV,Adventure,2016,PSV,D3Publisher,0,0,0.02,0,0.02,Sony
New Interpretation Stranger of Sword City PSV,Role-Playing,2016,PSV,Experience Inc.,0,0,0.02,0,0.02,Sony
Wand of Fortune R PSV,Adventure,2016,PSV,Idea Factory,0,0,0.02,0,0.02,Sony
Period Cube: Torikago no Amadeus PSV,Action,2016,PSV,Idea Factory,0,0,0.01,0,0.01,Sony
Shitsuji ga Aruji o Erabu Toki PSV,Adventure,2016,PSV,Unknown,0,0,0.01,0,0.01,Sony
Sangoku Koi Senki: Omoide Gaeshi - CS Edition PSV,Adventure,2016,PSV,Prototype,0,0,0.01,0,0.01,Sony
Samurai Warriors: Sanada Maru PSV,Action,2016,PSV,Tecmo Koei,0,0,0.01,0,0.01,Sony
Dance with Devils PSV,Action,2016,PSV,N/A,0,0,0.01,0,0.01,Sony
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru PSV,Action,2016,PSV,dramatic create,0,0,0.01,0,0.01,Sony
Dynasty Warriors: Eiketsuden PSV,Action,2016,PSV,Tecmo Koei,0,0,0.01,0,0.01,Sony
Kamigami no Asobi InFinite PSV,Adventure,2016,PSV,Broccoli,0,0,0.01,0,0.01,Sony
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm PSV,Adventure,2016,PSV,Prototype,0,0,0.01,0,0.01,Sony
Taishou x Alice: All in One PSV,Adventure,2016,PSV,Prototype,0,0,0.01,0,0.01,Sony
Norn + Nonette: Act Tune PSV,Action,2016,PSV,Idea Factory,0,0,0.01,0,0.01,Sony
Eve: Burst Error R PSV,Action,2016,PSV,Red Flagship,0,0,0.01,0,0.01,Sony
Kyoukai no Shirayuki PSV,Action,2016,PSV,Idea Factory,0,0,0.01,0,0.01,Sony
7'scarlet PSV,Adventure,2016,PSV,Idea Factory,0,0,0.01,0,0.01,Sony
The Longest 5 Minutes PSV,Action,2016,PSV,Nippon Ichi Software,0,0,0.01,0,0.01,Sony
Strawberry Nauts PSV,Adventure,2016,PSV,Unknown,0,0,0.01,0,0.01,Sony
Haitaka no Psychedelica PSV,Adventure,2016,PSV,Idea Factory,0,0,0.01,0,0.01,Sony
Winning Post 8 2016 PSV,Simulation,2016,PSV,Tecmo Koei,0,0,0.01,0,0.01,Sony
Psycho-Pass: Mandatory Happiness PSV,Adventure,2016,PSV,Nippon Ichi Software,0,0.01,0.01,0,0.02,Sony
Atelier Shallie Plus: Alchemists of the Dusk Sea PSV,Role-Playing,2016,PSV,Tecmo Koei,0,0,0.03,0,0.03,Sony
Hatsune Miku: Project Diva X PSV,Misc,2016,PSV,Sega,0.01,0,0.1,0,0.12,Sony
Caligula PSV,Role-Playing,2016,PSV,FuRyu,0,0,0.06,0,0.06,Sony
Aegis of Earth: Protonovus Assault PSV,Action,2016,PSV,PQube,0.01,0.01,0,0.01,0.03,Sony
Collar x Malice PSV,Action,2016,PSV,Idea Factory,0,0,0.02,0,0.02,Sony
Root Letter PSV,Adventure,2016,PSV,PQube,0,0.03,0.01,0.01,0.05,Sony
LEGO Marvel's Avengers PSV,Action,2016,PSV,Warner Bros. Interactive Entertainment,0.02,0.07,0,0.03,0.12,Sony
Lego Star Wars: The Force Awakens PSV,Action,2016,PSV,Warner Bros. Interactive Entertainment,0.01,0.06,0.01,0.02,0.1,Sony
Digimon World: Next Order PSV,Action,2016,PSV,Namco Bandai Games,0,0,0.1,0,0.1,Sony
Berserk and the Band of the Hawk PSV,Action,2016,PSV,Tecmo Koei,0,0,0.02,0,0.02,Sony
World of Final Fantasy PSV,Role-Playing,2016,PSV,Square Enix,0.04,0.06,0.08,0.03,0.21,Sony
Odin Sphere: Leifthrasir PSV,Role-Playing,2016,PSV,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,Sony
Summon Night 6: Lost Borders PSV,Action,2016,PSV,Namco Bandai Games,0,0,0.06,0,0.06,Sony
Superdimension Neptune vs Sega Hard Girls PSV,Role-Playing,2016,PSV,Idea Factory International,0,0.02,0,0.01,0.03,Sony
Assassin's Creed Chronicles PSV,Action,2016,PSV,Ubisoft,0.01,0.04,0.01,0.01,0.07,Sony
Fate/Extella: The Umbral Star PSV,Action,2016,PSV,PQube,0,0,0.09,0,0.09,Sony
One Piece: Burning Blood PSV,Fighting,2016,PSV,Namco Bandai Games,0,0.02,0.07,0,0.1,Sony
Lumo PSV,Puzzle,2016,PSV,Rising Star Games,0,0.01,0,0,0.01,Sony
Sword Art Online: Hollow Realization PSV,Role-Playing,2016,PSV,Namco Bandai Games,0,0.04,0.1,0.01,0.15,Sony
Zero Escape: Zero Time Dilemma PSV,Adventure,2016,PSV,Aksys Games,0.03,0,0.02,0.01,0.06,Sony
Just Dance 2017 Wii,Misc,2016,Wii,Ubisoft,0.06,0.11,0,0.01,0.18,Nintendo
Minecraft WiiU,Misc,2016,WiiU,Microsoft Game Studios,0.28,0.17,0.18,0.04,0.68,Nintendo
Mario & Sonic at the Rio 2016 Olympic Games WiiU,Action,2016,WiiU,Nintendo,0.07,0.14,0.11,0.02,0.34,Nintendo
Fast Racing Neo  WiiU,Action,2016,WiiU,Nintendo,0,0.01,0,0,0.01,Nintendo
The Book of Unwritten Tales 2 WiiU,Adventure,2016,WiiU,Nordic Games,0,0.01,0,0,0.01,Nintendo
LEGO Marvel's Avengers WiiU,Action,2016,WiiU,Warner Bros. Interactive Entertainment,0.12,0.1,0,0.02,0.24,Nintendo
Lego Star Wars: The Force Awakens WiiU,Action,2016,WiiU,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,Nintendo
Mighty No. 9 WiiU,Platform,2016,WiiU,Deep Silver,0.02,0.01,0,0,0.03,Nintendo
Skylanders Imaginators WiiU,Platform,2016,WiiU,Activision,0.09,0.08,0,0.02,0.18,Nintendo
Star Fox: Zero WiiU,Shooter,2016,WiiU,Nintendo,0.17,0.1,0.07,0.03,0.36,Nintendo
Just Dance 2017 WiiU,Misc,2016,WiiU,Ubisoft,0.03,0.06,0,0.01,0.09,Nintendo
Pokken Tournament WiiU,Fighting,2016,WiiU,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,Nintendo
Terraria WiiU,Action,2016,WiiU,505 Games,0,0.03,0,0,0.03,Nintendo
Paper Mario: Color Splash WiiU,Role-Playing,2016,WiiU,Nintendo,0.2,0.14,0.05,0.03,0.42,Nintendo
The Legend of Zelda: Twilight Princess HD WiiU,Action,2016,WiiU,Nintendo,0.56,0.3,0.08,0.09,1.03,Nintendo
Batman: A Telltale Game Series X360,Adventure,2016,X360,Telltale Games,0.01,0.02,0,0,0.03,Microsoft
Pro Evolution Soccer 2017 X360,Sports,2016,X360,Konami Digital Entertainment,0.01,0.02,0,0,0.04,Microsoft
WWE 2K17 X360,Sports,2016,X360,Take-Two Interactive,0.05,0.04,0,0.01,0.11,Microsoft
NBA 2K17 X360,Sports,2016,X360,Take-Two Interactive,0.09,0.02,0,0.01,0.12,Microsoft
LEGO Marvel's Avengers X360,Action,2016,X360,Warner Bros. Interactive Entertainment,0.18,0.11,0,0.03,0.32,Microsoft
Lego Star Wars: The Force Awakens X360,Action,2016,X360,Warner Bros. Interactive Entertainment,0.05,0.06,0,0.01,0.12,Microsoft
Madden NFL 17 X360,Sports,2016,X360,Electronic Arts,0.14,0.02,0,0.02,0.17,Microsoft
Skylanders Imaginators X360,Platform,2016,X360,Activision,0.04,0.05,0,0.01,0.09,Microsoft
Call of Duty: Modern Warfare Trilogy X360,Shooter,2016,X360,Activision,0.02,0.02,0,0,0.04,Microsoft
Teenage Mutant Ninja Turtles: Mutants in Manhattan X360,Action,2016,X360,Activision,0.01,0.03,0,0,0.04,Microsoft
Just Dance 2017 X360,Misc,2016,X360,Ubisoft,0.02,0.02,0,0,0.04,Microsoft
Rugby Challenge 3 X360,Sports,2016,X360,Alternative Software,0,0.02,0,0,0.02,Microsoft
FIFA 17 X360,Sports,2016,X360,Electronic Arts,0.07,0.28,0,0.03,0.38,Microsoft
Doom (2016) XOne,Shooter,2016,XOne,Bethesda Softworks,0.44,0.25,0,0.07,0.76,Microsoft
The Elder Scrolls V: Skyrim XOne,Role-Playing,2016,XOne,Bethesda Softworks,0.41,0.27,0,0.07,0.74,Microsoft
F1 2016 (Codemasters) XOne,Racing,2016,XOne,Codemasters,0.03,0.08,0,0.01,0.12,Microsoft
Resident Evil Zero XOne,Action,2016,XOne,Capcom,0.05,0.02,0,0.01,0.08,Microsoft
Attack on Titan (KOEI) XOne,Action,2016,XOne,Tecmo Koei,0.02,0.03,0,0,0.06,Microsoft
MXGP 2 XOne,Racing,2016,XOne,Milestone S.r.l.,0.03,0.02,0,0.01,0.06,Microsoft
R.B.I. Baseball 2016 XOne,Sports,2016,XOne,MLB.com,0.05,0,0,0.01,0.05,Microsoft
Ghostbusters (2016) XOne,Action,2016,XOne,Activision,0.04,0,0,0.01,0.05,Microsoft
Resident Evil 4 HD XOne,Shooter,2016,XOne,Capcom,0.02,0,0,0,0.02,Microsoft
Resident Evil 5 HD XOne,Action,2016,XOne,Capcom,0.02,0,0,0,0.02,Microsoft
Pac-Man Championship Edition 2 + Arcade Game Series XOne,Action,2016,XOne,Namco Bandai Games,0.01,0,0,0,0.02,Microsoft
Hitman (2016) XOne,Action,2016,XOne,Square Enix,0,0.01,0,0,0.01,Microsoft
ZombiU XOne,Action,2016,XOne,Ubisoft,0,0.01,0,0,0.01,Microsoft
TrackMania Turbo XOne,Action,2016,XOne,Ubisoft,0.02,0.04,0,0,0.06,Microsoft
Destiny: The Collection XOne,Shooter,2016,XOne,Activision,0.05,0.06,0,0.01,0.12,Microsoft
Resident Evil 6 XOne,Shooter,2016,XOne,Capcom,0.04,0,0,0,0.05,Microsoft
Dead Rising XOne,Action,2016,XOne,Capcom,0.01,0,0,0,0.01,Microsoft
Pro Evolution Soccer 2017 XOne,Sports,2016,XOne,Konami Digital Entertainment,0.01,0.03,0,0,0.05,Microsoft
Plants vs. Zombies: Garden Warfare 2 XOne,Shooter,2016,XOne,Electronic Arts,0.29,0.15,0,0.04,0.48,Microsoft
WWE 2K17 XOne,Sports,2016,XOne,Take-Two Interactive,0.12,0.12,0,0.02,0.26,Microsoft
Battlefield 1 XOne,Shooter,2016,XOne,Electronic Arts,1.28,0.77,0,0.2,2.25,Microsoft
Mirror's Edge Catalyst XOne,Platform,2016,XOne,Electronic Arts,0.09,0.06,0,0.01,0.16,Microsoft
Rocket League XOne,Sports,2016,XOne,505 Games,0.05,0.17,0,0.02,0.24,Microsoft
The Technomancer XOne,Role-Playing,2016,XOne,Focus Home Interactive,0.01,0.01,0,0,0.03,Microsoft
Worms: WMD XOne,Action,2016,XOne,Sold Out,0.01,0,0,0,0.01,Microsoft
Rocksmith 2014 Edition Remastered XOne,Misc,2016,XOne,Ubisoft,0.01,0,0,0,0.01,Microsoft
BioShock The Collection XOne,Shooter,2016,XOne,Take-Two Interactive,0.08,0.06,0,0.01,0.16,Microsoft
Agatha Christie's The ABC Murders XOne,Adventure,2016,XOne,Microids,0.01,0,0,0,0.01,Microsoft
LEGO Marvel's Avengers XOne,Action,2016,XOne,Warner Bros. Interactive Entertainment,0.19,0.12,0,0.03,0.35,Microsoft
Lego Star Wars: The Force Awakens XOne,Action,2016,XOne,Warner Bros. Interactive Entertainment,0.14,0.13,0,0.02,0.3,Microsoft
Dead Island Definitive Collection XOne,Action,2016,XOne,Deep Silver,0.02,0.03,0,0,0.05,Microsoft
Madden NFL 17 XOne,Sports,2016,XOne,Electronic Arts,1.08,0.02,0,0.13,1.23,Microsoft
EA Sports UFC 2 XOne,Sports,2016,XOne,Electronic Arts,0.24,0.14,0,0.04,0.41,Microsoft
Mafia III XOne,Action,2016,XOne,Take-Two Interactive,0.28,0.29,0,0.05,0.62,Microsoft
DiRT Rally XOne,Racing,2016,XOne,Codemasters,0.04,0.08,0,0.01,0.12,Microsoft
Arslan: The Warriors of Legend XOne,Action,2016,XOne,Tecmo Koei,0.01,0,0,0,0.02,Microsoft
Mighty No. 9 XOne,Platform,2016,XOne,Deep Silver,0.02,0,0,0,0.02,Microsoft
Skylanders Imaginators XOne,Platform,2016,XOne,Activision,0.05,0.04,0,0.01,0.1,Microsoft
Naruto Shippuden: Ultimate Ninja Storm 4 XOne,Fighting,2016,XOne,Namco Bandai Games,0.21,0.07,0,0.03,0.3,Microsoft
XCOM 2 XOne,Strategy,2016,XOne,Take-Two Interactive,0.02,0.02,0,0,0.05,Microsoft
Dark Souls III XOne,Role-Playing,2016,XOne,Namco Bandai Games,0.26,0.09,0,0.04,0.39,Microsoft
Call of Duty: Infinite Warfare XOne,Shooter,2016,XOne,Activision,1.46,0.74,0,0.22,2.42,Microsoft
Teenage Mutant Ninja Turtles: Mutants in Manhattan XOne,Action,2016,XOne,Activision,0.03,0.01,0,0,0.04,Microsoft
Gears of War 4 XOne,Shooter,2016,XOne,Microsoft Game Studios,0.78,0.44,0,0.12,1.35,Microsoft
Just Dance 2017 XOne,Misc,2016,XOne,Ubisoft,0.03,0,0,0,0.04,Microsoft
Dishonored 2 XOne,Action,2016,XOne,Bethesda Softworks,0.12,0.08,0,0.02,0.22,Microsoft
Assassin's Creed Chronicles XOne,Action,2016,XOne,Ubisoft,0,0.01,0,0,0.01,Microsoft
Deus Ex: Mankind Divided XOne,Role-Playing,2016,XOne,Square Enix,0.09,0.06,0,0.01,0.17,Microsoft
One Piece: Burning Blood XOne,Fighting,2016,XOne,Namco Bandai Games,0.03,0.02,0,0.01,0.06,Microsoft
Batman: A Telltale Game Series XOne,Adventure,2016,XOne,Telltale Games,0.02,0.01,0,0,0.03,Microsoft
Atari Flashback Classics: Volume 1 XOne,Misc,2016,XOne,Atari,0.02,0,0,0,0.02,Microsoft
Atari Flashback Classics: Volume 2 XOne,Misc,2016,XOne,Atari,0.02,0,0,0,0.02,Microsoft
Farming Simulator 17 XOne,Simulation,2016,XOne,Focus Home Interactive,0.04,0.07,0,0.01,0.12,Microsoft
Song of the Deep XOne,Action,2016,XOne,Insomniac Games,0.05,0,0,0.01,0.06,Microsoft
Valentino Rossi: The Game XOne,Racing,2016,XOne,Namco Bandai Games,0.01,0.02,0,0,0.03,Microsoft
Ride 2 XOne,Racing,2016,XOne,Milestone S.r.l,0,0.01,0,0,0.01,Microsoft
Sébastien Loeb Rally Evo XOne,Racing,2016,XOne,Milestone S.r.l,0,0.01,0,0,0.01,Microsoft
Carmageddon: Max Damage XOne,Action,2016,XOne,Stainless Games,0.01,0.01,0,0,0.02,Microsoft
NBA 2K17 XOne,Sports,2016,XOne,Take-Two Interactive,0.86,0.06,0,0.11,1.02,Microsoft
Battleborn XOne,Shooter,2016,XOne,Take-Two Interactive,0.1,0.04,0,0.01,0.15,Microsoft
Duke Nukem 3D: 20th Anniversary World Tour XOne,Shooter,2016,XOne,Gearbox Software,0.02,0,0,0,0.03,Microsoft
Forza Horizon 3 XOne,Racing,2016,XOne,Microsoft Game Studios,0.42,0.58,0,0.08,1.08,Microsoft
Far Cry: Primal XOne,Action,2016,XOne,Ubisoft,0.47,0.33,0,0.08,0.88,Microsoft
Watch Dogs 2 XOne,Action,2016,XOne,Ubisoft,0.17,0.16,0,0.03,0.36,Microsoft
Assassin's Creed The Ezio Collection XOne,Action,2016,XOne,Ubisoft,0.03,0.04,0,0.01,0.08,Microsoft
Dead Rising 2 XOne,Action,2016,XOne,Capcom,0.01,0,0,0,0.02,Microsoft
Dragon Ball: Xenoverse 2 XOne,Action,2016,XOne,Namco Bandai Games,0.11,0.07,0,0.02,0.2,Microsoft
Assetto Corsa XOne,Racing,2016,XOne,505 Games,0,0.01,0,0,0.02,Microsoft
Metal Gear Solid V: The Definitive Experience XOne,Action,2016,XOne,Konami Digital Entertainment,0.01,0,0,0,0.01,Microsoft
Goat Simulator XOne,Simulation,2016,XOne,Koch Media,0,0.01,0,0,0.01,Microsoft
Quantum Break XOne,Action,2016,XOne,Microsoft Game Studios,0.3,0.2,0.01,0.05,0.56,Microsoft
Life is Strange XOne,Adventure,2016,XOne,Square Enix,0.09,0.03,0,0.01,0.13,Microsoft
Mark McMorris Infinite Air XOne,Sports,2016,XOne,FuRyu Corporation,0.01,0,0,0,0.02,Microsoft
Tom Clancy's The Division XOne,Shooter,2016,XOne,Ubisoft,1.29,0.68,0,0.2,2.16,Microsoft
Prototype: Biohazard Bundle XOne,Action,2016,XOne,Activision,0.01,0,0,0,0.01,Microsoft
Titanfall 2 XOne,Shooter,2016,XOne,Electronic Arts,0.37,0.15,0,0.05,0.57,Microsoft
Rugby Challenge 3 XOne,Sports,2016,XOne,Alternative Software,0,0.01,0,0,0.01,Microsoft
Overwatch XOne,Shooter,2016,XOne,Activision,0.63,0.33,0,0.1,1.06,Microsoft
NHL 17 XOne,Sports,2016,XOne,Electronic Arts,0.2,0.01,0,0.03,0.24,Microsoft
FIFA 17 XOne,Sports,2016,XOne,Electronic Arts,0.43,2.05,0,0.17,2.65,Microsoft
Darksiders: Warmastered Edition XOne,Action,2016,XOne,Nordic Games,0.01,0,0,0,0.01,Microsoft
ReCore XOne,Action,2016,XOne,Microsoft Game Studios,0.08,0.05,0,0.01,0.15,Microsoft
NASCAR Heat Evolution XOne,Racing,2016,XOne,Dusenberry Martin Racing,0.03,0,0,0,0.04,Microsoft
Prison Architect XOne,Action,2016,XOne,Introversion Software,0.01,0,0,0,0.01,Microsoft
Batman: Return to Arkham XOne,Action,2016,XOne,Warner Bros. Interactive Entertainment,0.05,0.05,0,0.01,0.11,Microsoft
Homefront: The Revolution XOne,Shooter,2016,XOne,Deep Silver,0.06,0.07,0,0.01,0.14,Microsoft
7 Days to Die XOne,Action,2016,XOne,Telltale Games,0.03,0.02,0,0,0.05,Microsoft
Monster Hunter X 3DS,Action,2015,3DS,Capcom,0.27,0.21,2.79,0.05,3.32,Nintendo
Yokai Watch Busters 3DS,Action,2015,3DS,Level 5,0,0,2.29,0,2.29,Nintendo
Fire Emblem Fates 3DS,Role-Playing,2015,3DS,Nintendo,0.81,0.23,0.52,0.11,1.68,Nintendo
Monster Strike 3DS 3DS,Action,2015,3DS,"mixi, Inc",0,0,0.87,0,0.87,Nintendo
Mario & Luigi: Paper Jam 3DS,Role-Playing,2015,3DS,Nintendo,0.16,0.29,0.26,0.04,0.76,Nintendo
Nintendo Presents: New Style Boutique 2 - Fashion Forward 3DS,Misc,2015,3DS,Nintendo,0.03,0.66,0.02,0.04,0.75,Nintendo
Rhythm Heaven: The Best+ 3DS,Misc,2015,3DS,Nintendo,0,0.03,0.72,0,0.74,Nintendo
Xenoblade Chronicles 3DS,Role-Playing,2015,3DS,Nintendo,0.27,0.14,0.12,0.04,0.56,Nintendo
Puzzle & Dragons Z + Super Mario Bros. Edition 3DS,Puzzle,2015,3DS,Nintendo,0.06,0.07,0.34,0.01,0.48,Nintendo
Disney Magic World 2 3DS,Action,2015,3DS,Nintendo,0.02,0.11,0.19,0.01,0.34,Nintendo
Chibi-Robo! Zip Lash 3DS,Platform,2015,3DS,Nintendo,0.09,0.08,0.06,0.02,0.24,Nintendo
Girls Mode 3: Kirakira Code 3DS,Action,2015,3DS,Nintendo,0,0,0.23,0,0.23,Nintendo
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken 3DS,Action,2015,3DS,Capcom,0,0,0.19,0,0.19,Nintendo
Project X Zone 2: Brave New World 3DS,Role-Playing,2015,3DS,Namco Bandai Games,0.05,0.03,0.08,0.01,0.17,Nintendo
Theatrhythm Dragon Quest 3DS,Misc,2015,3DS,Square Enix,0,0,0.15,0,0.15,Nintendo
Sumikko Gurashi: Omise Hajimerundesu 3DS,Action,2015,3DS,Nippon Columbia,0,0,0.15,0,0.15,Nintendo
Famista Returns 3DS,Sports,2015,3DS,Namco Bandai Games,0,0,0.14,0,0.14,Nintendo
Monster Hunter Diary: Poka Poka Airou Village DX 3DS,Action,2015,3DS,Capcom,0,0,0.14,0,0.14,Nintendo
Super Robot Wars BX 3DS,Action,2015,3DS,Namco Bandai Games,0,0,0.13,0,0.13,Nintendo
Assassination Classroom: Grand Siege on Kuro-sensei 3DS,Action,2015,3DS,Namco Bandai Games,0,0,0.13,0,0.13,Nintendo
Shin Megami Tensei: Devil Survivor 2 3DS,Role-Playing,2015,3DS,Atlus,0,0.02,0.09,0,0.12,Nintendo
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi 3DS,Action,2015,3DS,Namco Bandai Games,0,0,0.11,0,0.11,Nintendo
PriPara Mezase! Idol Grand Prix No.1! 3DS,Misc,2015,3DS,Takara Tomy,0,0,0.11,0,0.11,Nintendo
Picross 3D 2 3DS,Puzzle,2015,3DS,Nintendo,0,0,0.11,0,0.11,Nintendo
Kuroko's Basketball: Ties to Future 3DS,Action,2015,3DS,Namco Bandai Games,0,0,0.09,0,0.09,Nintendo
Adventure Time: Finn & Jake Investigations 3DS,Action,2015,3DS,Little Orbit,0.03,0.05,0,0.01,0.08,Nintendo
The Seven Deadly Sins: Unjust Sin 3DS,Adventure,2015,3DS,Namco Bandai Games,0,0,0.08,0,0.08,Nintendo
Aikatsu! My No.1 Stage! 3DS,Misc,2015,3DS,Namco Bandai Games,0,0,0.08,0,0.08,Nintendo
Kenka Banchou 6: Soul & Blood 3DS,Fighting,2015,3DS,Screenlife,0,0,0.07,0,0.07,Nintendo
Lost Heroes 2 3DS,Action,2015,3DS,Namco Bandai Games,0,0,0.07,0,0.07,Nintendo
Future Card Buddy Fight: Yuujou no Bakunetsu Fight 3DS,Action,2015,3DS,FuRyu,0,0,0.07,0,0.07,Nintendo
Doraemon: Nobita no Uchuu Eiyuuki 3DS,Action,2015,3DS,FuRyu,0,0,0.06,0,0.06,Nintendo
